"SpeciesID","no3i","abmi","pNi"
1,0.147483419466222,184.965024824479,0.00960715384252447
2,0.279400104528734,306.846179060376,0.0133302593050547
3,0.309416889343779,107.152861303378,0.0181128381305637
4,0.135485528967792,128.919534152225,0.00982884953705148
5,0.201899788151252,158.298192367944,0.0123649514599315
6,0.154162971177662,53.881537127992,0.0130843781158275
7,0.242862671408466,87.7696046356757,0.0160370472901848
8,0.112743390767182,49.6363106372976,0.0107371878603234
9,0.402563578858007,614.882542444451,0.0146649059680547
10,0.458001751765565,110.444441098041,0.0235337261484321
11,0.132519328272201,41.1324275054297,0.0125259724667616
12,0.238802205219094,63.5433622081552,0.0170439104829709
13,0.184082158025917,50.9935470041794,0.0149709685231722
14,0.295900730075599,86.0108618938725,0.0184523954703236
15,0.17740869291512,259.393510409513,0.0101149319303754
16,0.0966969243495368,44.3735171815631,0.00990230444843225
17,0.180606674600471,149.199269571411,0.0116023721974802
18,0.144557801963068,32.1707277754909,0.0140571937986833
19,0.189573006029037,78.3547016660705,0.013870471095776
20,0.203659068100824,56.8784710473922,0.0156608517926902
21,0.310780389990412,57.7912203524028,0.0208590536836037
22,0.213586082874496,85.4805527967731,0.0147669618350531
23,0.188124936235321,129.042013576231,0.0123309758308764
24,0.440424244223213,100.87935068599,0.0233803636160073
25,0.0883329182474982,85.4095982821275,0.00802029288754915
26,0.15779554883021,35.3799264780301,0.0146163612823736
27,0.342652304124557,108.037986903404,0.0193906088737513
28,0.0509371098589146,40.7977820554748,0.00646986795043797
29,0.194282848952465,63.5434421196008,0.0147878396896191
30,0.29749647581999,85.9166944459177,0.0185251838708133
31,0.123781010367339,30.3371523229203,0.0127980740325382
32,0.146440649775424,48.766023258016,0.0129153522210609
33,0.0761971337117217,51.3418021994393,0.00812271282410519
34,0.437023419458285,117.2315449749,0.0224907749211476
35,0.149660584511934,77.3190681709721,0.0118172551063893
36,0.240913169713278,96.6022936620617,0.0156085629123147
37,0.0965634464551215,65.4576276022424,0.00906061958763111
38,0.268017772180716,85.9354788435694,0.0172431543547682
39,0.164105208542264,97.552384488291,0.0119509808920495
40,0.360350267212486,270.373672375065,0.0163426686978189
41,0.142744288981549,63.9112653012071,0.0119389836685073
42,0.125229180329764,33.0309339738992,0.0126563514038969
43,0.0880691567316129,27.8425103086781,0.0103124787566894
44,0.118852600267242,81.9131809668508,0.00994532931193885
45,0.242940278148498,124.954542712009,0.0148167362203653
46,0.284046800290506,104.509339522094,0.0171749266348611
47,0.138640201582275,52.5551350844195,0.0122283656692498
48,0.321172380003554,89.1489782524527,0.0193636640010975
49,0.276469916053427,145.123348615558,0.0156608539810607
50,0.188653608342557,66.8095102846727,0.0143288105086943
51,0.145780955862976,60.3100291500146,0.01227329631843
52,0.0674694237545926,74.9076916344872,0.00685290434285694
53,0.236728584565228,156.134844208501,0.0138432369485401
54,0.104851167667235,86.2462091798326,0.0090126586357081
55,0.27943570989124,159.502316264457,0.0154450170669889
56,0.186996922640925,95.85115137054,0.0131306751277492
57,0.110367840397434,53.4897158124182,0.0104030331486939
58,0.135742555499885,83.6958402992386,0.0108503340773656
59,0.202043320521317,78.6601206582201,0.014480552909962
60,0.142187840064759,91.7404866648435,0.010974424746709
61,0.192060136982664,102.372373415032,0.0131782231185783
62,0.380856936252961,93.5079008321782,0.0215308188176729
63,0.1128158118722,65.2709285495617,0.0100978506425786
64,0.253754863221054,26.0456790746822,0.0216941674512573
